商品评论,情感分析结果,评价倾向
应该是正品，和原来用的一样味道效果也都挺好,0.967627229676035,喜欢
这次是拍的第几瓶，蛮好用希望一直下去?所改善吧,0.6541640963264961,喜欢
眼霜用着不油腻，挺清爽的应该是正品吸收也比较快,0.7897925131532796,喜欢
雅斯兰黛眼霜补水保湿抗皱滋润，京东购买正品证！卖家服务好发货快下次再来,0.9347521594708158,喜欢
吸收程度：引快,0.5486976325915089,一般
适合人群：用范围广,0.908056312600725,喜欢
一直在京海外购这个品牌的护肤，物流还算可以,0.786579640905675,喜欢
挺不错的，用着感觉眼袋比之前小了黑圈也有所淡化,0.8084953036457942,喜欢
据说是去黑眼圈神器 用了一段时间没长脂肪粒还可以,0.7900562414437325,喜欢
这是我几年买同款眼霜最优惠的一次，点赞,0.8682017052369868,喜欢
眼霜好用，质地有些厚度但能摸匀保湿,0.9187425430376919,喜欢
吸收程度：很快，不腻但是新版没有小勺子了方便,0.9857678142353513,喜欢
发货速度挺快，东西看着也精致还没打开第一次在这家买希望是正品无误,0.9857145764456476,喜欢
适合人群：任何肤质,0.916386662350361,喜欢
使用方式：起来便,0.7247091630937356,喜欢
淡纹能力：好,0.807428189676272,喜欢
抗皱能力：好,0.6179980458320793,喜欢
吸收程度：强,0.7173634586374467,喜欢
其他特色：好,0.8212649631925266,喜欢
挺好用的，慢淡化细纹,0.6588766464543918,喜欢
618*满减以后确实比平时更划算一些.用起来和前的样，都是正品,0.9901777599200592,喜欢
抗皱不是很明显，但补水效果错吸收快,0.5040303098422239,一般
眼霜用着不错，没有任何过敏反应保湿效果好,0.673002820015617,喜欢
老顾客，用得太快了不经但东西好没办法。,0.04365076205302709,不喜欢
和实体店里买的用起来差不多，应该是正品着挺好,0.9770764235863378,喜欢
一直在用，相信京东拥有品质生活,0.9917441570756448,喜欢
还不错，快递也挺给力的东西分清出真假如果没有过敏应该是吧。,0.8260776324508189,喜欢
好评。一直用这款眼霜,0.6835845894519388,喜欢
之前用完了，看京东有活动就下单收到包装还可以应该是正品的期待后效果最近熬夜严重希望弥补会回购,0.9269396154508093,喜欢
买了一瓶，感觉不错再回购两,0.27030569650211256,不喜欢
看起来还不错，为啥塑封的包装没了？！用再。,0.0012099324500552955,不喜欢
用了一段时间，感觉没啥效果。价格也挺实惠的就是不知道正品！,0.9914861817652824,喜欢
618屯货，买便宜又实惠,0.830376268037485,喜欢
的确可以，用了一段时间感觉我眼周油脂粒都沉下去半,0.4842645800098955,一般
有活动买了这款雅诗兰黛眼霜，性价比高。用还是蛮滋润的赞?,0.9999851940243156,喜欢
物流速度还算快，包装完整没有破损产品应该是原正看印刷字体与在国外买的差不多。,0.6918449968139991,喜欢
抗皱能力强，可以淡化细纹已经买了两次好评,0.36669097536963013,不喜欢
产品效果还是一样的好,0.7856142918772647,喜欢
淡纹能力：一直用这款眼霜,0.8677855292460402,喜欢
抗皱能力：眼袋黑圈细纹淡化,0.17114320801010208,不喜欢
吸收特别好！挺滋润的，一直都是用这款效果不错,0.9978234010590763,喜欢
吸收效果挺好的，不黏腻要用时间长点才知道,0.7194494455793995,喜欢
商品应该不错，k虽然是自营但相信京东的平台管理真。,0.4697411793048074,一般
不错，是正品一直用这个牌子的眼霜次活动很划算比日上还便宜会回购,0.9917662126353762,喜欢
东西不错是正品；活动也挺给力的，京上门送货快服务又好相信商城网购希望多优惠,0.9814199039916456,喜欢
性价比高，收藏了时不看有好的候入手更划算。,0.9994515681059662,喜欢
用了好几瓶，个人感觉还不错会继续关注！,0.9382186210716689,喜欢
是正品，价格不错送货也快用等很久囤了,0.9865847681098672,喜欢
没有别人说的那么好，感觉还是后比较用,0.4881662796225722,一般
感觉不错，用了很放心应该是正品香港发货的,0.9984715407282749,喜欢
第一次用这个牌子眼霜，感觉还不错容易吸收,0.8811039352638754,喜欢
用着不错是正品，和实体店一样价格还优惠果断转粉,0.9476374729122427,喜欢
不错，用起来效果满意,0.9533324480979329,喜欢
还可以，试用了两天很滋润跟我之前的差不多相对优惠,0.6212596866842618,喜欢
吸收程度：还挺快的，用了几天效果后面才看出,0.8227815267388542,喜欢
验证了是正品，开始还担心不现在放！,0.8635978569041012,喜欢
媳妇已经用了，说挺好的什么紧致不懂,0.1637497937402188,不喜欢
一直习惯性在京东购物的，买放心到货又快。有问题售后也,0.933359899190836,喜欢
适合人群：符要求,0.5489179734943598,一般
使用方式：每天,0.6774193548387097,喜欢
淡纹能力：效果明显,0.7887069086640707,喜欢
吸收程度：容易,0.574549474228723,一般
使用中 感觉还可以久点看效果,0.8547026385584142,喜欢
比较了一下，最后选择这款赶上有活动价格实惠。,0.9906607490084145,喜欢
啦，无限回购的眼霜用了感觉挺有效果坚持,0.9896892336590432,喜欢
不错，一直用的这个牌子比别地方便宜又是正品建议购买,0.9391632918029997,喜欢
包装完好，应该是正品还没用快了提前备上,0.90405074943359,喜欢
适合大众人群，使用方便抗皱能力强吸收快好评。,0.8808192735810229,喜欢
还可以，气味和在专柜买的一样应该是正品,0.665417529117754,喜欢
收到货后用了三天，眼部皮肤明显紧致多,0.04783082957814222,不喜欢
已经用了一段时间才来评价，是正品吸收特别快还会回购的。,0.9637301009391971,喜欢
质量好，包装喜欢。就是不知日期保,0.47449880249384957,一般
价格比在国外和免税店买的都便宜，还没使用希望效果一样,0.8410098609611578,喜欢
应该是真的吧。包装和在免税店买一样，单比以前便宜多了,0.75349173330252,喜欢
大品牌值得信赖，暂未使用后在详细评测,0.9961075837513435,喜欢
第二次回购，眼霜一定要坚持用才有效果！,0.11333929497620177,不喜欢
一直在京东买西，价格便宜质量好送货*,0.8706290880821832,喜欢
一直都在用这款眼霜，三八节活动力度相当大啊加上了京豆约不少。,0.8304971620201368,喜欢
还可以，挺好用的第一次买雅诗兰黛眼霜,0.9896843252364641,喜欢
收到了，感觉还可以下次去专柜再买瓶试,0.21773499555818443,不喜欢
商品收到还没有用，等过再追评应该是正相信京东自营店的,0.053758593895047,不喜欢
已经用了三瓶，真的有缓解一定要坚持,0.6559252342388108,喜欢
好象这次眼霜少多，我昨天刚收到比平时快了只是分量点。,0.7436771050476195,喜欢
想象不出的好！绝对是正品，请放心购买,0.9205823431155431,喜欢
是正品 已在度娘对比过，图忘记拍了?,0.9860216867362263,喜欢
到货快。看着不错，用后再评,0.7532292172952674,喜欢
一直在用雅诗兰黛的眼霜，京东活动价比免税店还便宜,0.9989168924615889,喜欢
看起来还不错，期待眼霜效果,0.9636967185959439,喜欢
和在实体店买的对比，应该是正品以后还会再。,0.8765281593958061,喜欢
感谢快递小哥工作认真负责，不在家专门打来电话联系。,0.06509052639370394,不喜欢
做活动囤货的，看起来像是正品效果吧,0.970843213129982,喜欢
网上购买的和店里差不多，送货门方便,0.45963455459580027,一般
产品就不说了！一直好用，关键是这次买的那么优惠,0.5895122254384062,一般
还可以，就是味道好像有点不一样了,0.4534005172073966,一般
用了好多瓶，润而不腻错,0.9086148051967338,喜欢
好用，一直这个品牌吸收,0.8533171233616575,喜欢
一直回购的眼霜 用了不知多少瓶,0.2100911904404108,不喜欢
已经用了很多瓶。价格实惠，还会,0.9010548686868702,喜欢
咱要相信一个道理：就是产品有它自己的价值，可以！,0.6592027907487612,喜欢
一直用这款眼霜，吸收好不长脂肪粒,0.7987353575161751,喜欢
一直信赖京东，希望能对老客户再多些优惠。,0.9285517789832908,喜欢
品质还不错，量有保障价格再优惠点就更好了。,0.9896622145488999,喜欢
不错，值得购买质量强烈推荐家人喜欢。,0.9892512267800663,喜欢
应该是正品，保税仓发货速度还挺快的。,0.9781300213142655,喜欢
跟我之前用的一样，应该是正品618活动价格实惠,0.9564352283671539,喜欢
正品有效的好东西，便宜多了推荐购买。?,0.9773056786939851,喜欢
东西看上去不错，用过之后再来评价。,0.6936821943215981,喜欢
眼霜不错，比较滋润容易吸收,0.9314342866411633,喜欢
東西不错，物流快小哥服務態度好繼續購買点?,0.9182686183525333,喜欢
感觉是正品，和之前在专柜买的使用下来差不多。,0.8355222617597869,喜欢
一直用的产品，信赖京东还会回购谢！,0.9613572943100634,喜欢
应该是正品吧，反包装跟一模样的,0.8533401268579978,喜欢
京东商城，品质保证多快好省一直在使用。,0.7404688761126035,喜欢
个人感觉雅诗兰黛的眼霜最好用,0.9830965995129828,喜欢
用起来感觉蛮好吸收，应该是正品,0.9710781225527779,喜欢
买了第三次，挺好用完继续,0.76585151914547,喜欢
送货还挺迅速，也正。有活动会光顾,0.9267734282435834,喜欢
不错，一直都是用这款眼霜的好,0.9693455229095815,喜欢
是正品，一次买了两瓶这个价格太合适,0.711065536823085,喜欢
不错，是正品值得购买一直信赖京东,0.9997937855178516,喜欢
效果挺不错的。以后还会再购买,0.9718965917022808,喜欢
买了两次，感觉还不错?,0.8211739428992574,喜欢
经济实惠挺好的，就是这个税钱太贵了,0.7696394314746038,喜欢
一直用此品牌眼霜，价格最划算的购买。,0.950748883653032,喜欢
眼霜中的高端品，有优惠时必买值得推荐。,0.97718204082533,喜欢
眼霜一直用的这个牌子，感觉不错,0.8353624678889028,喜欢
看起来和莎买的一模样，应该是正品吧？,0.892648706334882,喜欢
确实挺便宜的，等用一段时间再进来评价,0.7897925284615737,喜欢
这是购买第二次啦，用得可以,0.4915361277447762,一般
看着不错，像正品相信京东,0.9804454228738743,喜欢
还没开始用，但感觉应该不错,0.8026678002637824,喜欢
是正品，用的好下次再购买,0.9283569664462819,喜欢
还可以，一直用的雅诗兰黛是正品,0.9937801502129797,喜欢
第二次购买，澳洲直发用着放心,0.8929921563891766,喜欢
是正品，价格十分实惠值得拥有好评。,0.9983223135038403,喜欢
多次购买，好了发视便宜几块钱,0.45790234598546886,一般
正品，没问题。大家可以入手,0.9543964633267041,喜欢
价格实惠，还没用应该正品吧,0.9600676288308311,喜欢
这是买眼霜最便宜的一次了，好评。,0.5340115132791338,一般
正品，一直在这家购买挺不错?,0.9866024249553853,喜欢
买了很多次的产品感觉还可以吧,0.6619791523399227,喜欢
一直以来都是这个问题的忠实顾客，,0.32404356463133877,不喜欢
感觉还是不错滴，便宜很多,0.9628335170366062,喜欢
淡纹能力：眼部细了，挺好一直在用,0.9423928543535878,喜欢
价格比专柜便宜，品质保证正,0.9132320072701243,喜欢
包装快递都不错 应该是正品吧,0.888055419359522,喜欢
好喜欢这个牌子的产品，一直都在用,0.7915524472516627,喜欢
包装完好，物流也还品不错。,0.9171119688189329,喜欢
这个品牌的挺好，用了几年,0.9229172552919624,喜欢
不错，效果好值得购买的,0.9867844140385391,喜欢
老顾客，一直用的这款是正品,0.8689660026372691,喜欢
清爽无脂肪粒，回购多次,0.11958750222290426,不喜欢
刚开始用，还可以期待效果,0.7864864697647782,喜欢
朋友推荐买的，还不错京东值得信赖。,0.9992483601807685,喜欢
用了一段时间，感觉还行吧,0.8610208706238776,喜欢
查到了是正品，配送也挺快的。,0.8819946093468659,喜欢
吸收程度：很细腻，大牌就是不一般,0.9700333981392366,喜欢
一直相信京东是正品，值得购买,0.9698173887818305,喜欢
一直在京东购买西方便快捷。,0.6496436085739854,喜欢
还挺便宜的，一直用着牌子,0.8346226367792873,喜欢
一直用这款眼霜，次是囤货,0.5121712621090644,一般
大牌子值得信赖，希望会继续好,0.9936142345173691,喜欢
一直用的这个，效果不错,0.9045686218004112,喜欢
买了好几次，不错价格实惠,0.9675175675818453,喜欢
商品不错价格实惠应该是正,0.9844116970760801,喜欢
最喜欢又好用的雅诗兰黛,0.9904465384350606,喜欢
价格优惠，东西正品多益善,0.8723281902134349,喜欢
第二次买，快递比一多了,0.13029030010211828,不喜欢
质量不错，性价比值得推荐！,0.9959676345584866,喜欢
至少我收到的是正品无疑，哈?,0.8889333468595138,喜欢
挺好的我一直都在用，经常使,0.9118167012859946,喜欢
好，京东态度速快支持,0.7233948489322857,喜欢
老婆说用着感觉还可以！,0.7087578433202554,喜欢
一直帮爱人买这个眼霜，不错的,0.942805540704908,喜欢
与之前买的一样，应该是正品吧,0.8483247442081796,喜欢
是正品，搞活动买的小便宜,0.8310771052899351,喜欢
一直信任京东，性价比不错,0.958268215937643,喜欢
感觉是正品，价格也还不错！,0.9812788305171015,喜欢
是正品和在实体店买的一样,0.7856880530245736,喜欢
买回来还没用，都说好,0.3064385497266734,不喜欢
还可以，就是不知道正品,0.7937694071179019,喜欢
发货迅速，价格优惠好评！,0.4854423563043906,一般
是正品，一直用这个牌的,0.6183991838819031,喜欢
用着挺好的，一直再,0.7533845280393677,喜欢
挺好的，看评论是正品就放心了,0.9805242881404114,喜欢
价格实惠，正品用完再买,0.9804369695408458,喜欢
物流快，大牌眼霜值得信赖,0.9990791992053348,喜欢
物流速度块，挺好用的,0.8792398494356499,喜欢
这次优惠很多，值得购买,0.9196398790345018,喜欢
不错，发货快速包装完好。,0.9549499115996403,喜欢
一如即往的好，易吸收,0.8533306971114052,喜欢
一直用这个，应该是真品。,0.2500000000000001,不喜欢
一直用的眼霜，活动囤货。,0.666489234843307,喜欢
又快好，京东值得信赖,0.9973381547119496,喜欢
不错的产品和牌，挺好。,0.8828927108284687,喜欢
一直用着不错，大牌范儿,0.9953177609461482,喜欢
看包装不错，用后再评价,0.6732393752479653,喜欢
还行，美版产品。应该是正,0.5456925645785792,一般
感谢快递小哥的优质服务！,0.36154070257346804,不喜欢
还不错?第一次购买继续关注,0.9776315508003596,喜欢
价格还可以效果吧,0.708255684394073,喜欢
包装蛮好的到货比较快,0.8480113859830194,喜欢
东西还好吧，价格也实惠。,0.9491873582210527,喜欢
正品，补货一如既往的好,0.9812910586634298,喜欢
正品，一直用这款眼霜！,0.9415732008557305,喜欢
家人代收，性价比高囤货。,0.7648266836423858,喜欢
质量不错包装完整挺好,0.9861188060528305,喜欢
物流快，眼霜是送人的,0.6107851921195818,喜欢
看见价格优惠赶紧下手。,0.4845836521383393,一般
一直使用。无限回购,0.8877093693397928,喜欢
东西为真品，吸收快。,0.5082965672997235,一般
一直用这个牌子的眼霜，抗皱效果不错,0.7112781720400484,喜欢
一直用的这款眼霜，效果不错！,0.9622056537489448,喜欢
各位看官们自己吧，不知道是正品但在网上了好像满足一切的特征就只能当它反也退期待淡纹效果,0.6340699597296948,喜欢
个人觉得适合所有群&helip;关于淡化细纹和抗皱能力暂时不给大家很肯定的答案自己也用了一多月，没感改变但是同事说还错以两已经购入3瓶配整套雅诗兰黛产品更好意见,0.992185555972163,喜欢
还不错，量好少,0.8757280704798985,喜欢
刚到，感觉一股中草药味今晚就开始用,0.17483288421486698,不喜欢
给妈买的，两瓶划算一点所以起拍了慢用当然现在还没使不知道效果如何期待好,0.6783343562407308,喜欢
明星产品，质地轻薄易吸收。一个月黑眼圈淡了点继续使用中期待好效果,0.9918669183283652,喜欢
雅诗兰黛眼霜小棕瓶精华ANR抗蓝光特润修护肌透淡化细纹 15ml,0.9023295893747736,喜欢
看包装没问题的 但是之前用过这款眼霜所以真假和生产日期办法辨别,0.40488740393834144,一般
小一瓶，朋友推荐的,0.5209464837953695,一般
东西收到，没看见哪里写有效期限不知道真假相信京吧！,0.4149373238312829,一般
不错，我同期买了2个来源的比较本店还是?,0.3690349515860719,不喜欢
看包装还行，没用具体效果不知道。先好评吧,0.34520637607193183,不喜欢
已经用第二瓶了，准备①直下去希望会改善我的黑眼圈吧,0.2712042968759705,不喜欢
第一次买这款眼霜，不知道效果咋样期待好用,0.5056038194343248,一般
速度快，不知一瓶的量用下来效果怎么样期待全责,0.7002436319101428,喜欢
整天对着电脑，黑眼圈有点严重期待效果,0.96063703629435,喜欢
在线咨询等方面取得重大成就&helip;不,0.2080799904578161,不喜欢
价格优惠，但扫码无效不知真假待用过后确认追评。,0.14795316087075483,不喜欢
第一次买 觉得效果般再用看,0.5100605926388044,一般
收到了，还没用不知道是否正品。价钱很美好,0.8516201795748085,喜欢
相对于我从加拿大买的价格便宜，还没开始用期待跟以前一样,0.6626087180485263,喜欢
一如既往。,0.8627450980392156,喜欢
还没开始用，但包装质地和之前买的一样,0.682555371271339,喜欢
第一次用雅诗兰黛，希望有质地稠但不腻,0.9981809388606078,喜欢
贪小便宜吃大亏&helip;还是去正规店铺买吧,0.5438876080428774,一般
第一次用这个牌子的眼霜，期待效果好哦,0.7943229122143618,喜欢
挺好的，值得信赖,0.9972120103586147,喜欢
快递收到了 还没用期待好结果,0.2226995853199849,不喜欢
打折囤货，一直用雅斯兰黛没有黑眼圈,0.8454486350400352,喜欢
第一次在京东上面买,0.5177986706811208,一般
嗯，包邮是肯定的。但为什么这个还需要评价呢？,0.3617498744340508,不喜欢
但愿是正品吧！,0.8962965116493855,喜欢
用一次过敏，小伙伴们慎重选购,0.031071735093220365,不喜欢
这个是真的吗，我眼霜使用过敏,0.20302277786588174,不喜欢
按照某书真假方式判断为,0.9608714108265539,喜欢
这款眼霜回购好几次了，评,0.19491086098736532,不喜欢
很滋润好用、是正品,0.9717427300307303,喜欢
还没用，看着可以。,0.416887841068425,一般
使用一段时间，应该会看到效果吧,0.8074267038439815,喜欢
外观看不出真假，还没用,0.9377281390500035,喜欢
产品费常好，,0.48520550258130235,一般
非常好，是正品,0.9114640284716303,喜欢
一直在用,0.5262327818078083,一般
效果挺好,0.8806027500243906,喜欢
没送东西，所以不知道好用。,0.31729944378417085,不喜欢
因为用过这个产品，次再买款。,0.34567322333177086,不喜欢
还没用，打算试一希望有效果,0.5196753551112098,一般
还没有用，期待中加油,0.9811525598903061,喜欢
还在使用中效果不明显,0.710872909738646,喜欢
经常买的产品，趁着六一八囤货,0.3487354697272421,不喜欢
上次增送的礼品到现在对方放收,0.0809033191681372,不喜欢
吸收程度：很滋润,0.8185470757837106,喜欢
抗皱能力：还没见到效果,0.4789336519236571,一般
收到了，用再看效果如何,0.42626438407949996,一般
不确定是真品！使用后再评论。,0.048385722832815836,不喜欢
第一次用这个，期待好,0.7716467713481613,喜欢
刚开始使用，期待效果！,0.7517521837291283,喜欢
希望活动多吧，正品应该是的。,0.9139731243501433,喜欢
刚开始用 也不知道真假,0.7023755299910673,喜欢
给老妈买的 母亲节生日礼物,0.7454216828397531,喜欢
我买啥了要评论这个 又强迫症,0.6181053806609811,喜欢
第一次买大爱的，用后再评价！,0.582473946021185,一般
刚收到货，期待有好的效果！,0.5760070976375653,一般
优惠时买的，期待效果,0.735401138101976,喜欢
给媳妇买的，我不知道,0.0757282627837903,不喜欢
是正品。,0.8571428571428571,喜欢
东西比我想象中的还要完美，十分给力值得入手每一次都很满意这选宝贝更加以后会如既往地买下去,0.999317162626368,喜欢
用过几天才能评价的，是正品比去年在其他平台买好！下次就&ldquo;618r和双打折时来京东自营,0.28157791699136403,不喜欢
很满意,0.8162086568048178,喜欢
妥的好评,0.42000544271996154,一般
很好到货就迫不及待打开了，果真没有让我失望质量特别颜值也相当高满意的一次购物,0.8835046961159787,喜欢
从来不知道他们。而心情好的时候再说吧啊哈,0.3916599219574871,不喜欢
淡纹能力：效果非常好，眼霜我觉得这款的确棒,0.9393473882868971,喜欢
看到评论说不错特意买来试，希望有效果。,0.8783344340859418,喜欢
宝贝收到了很不错。个人非常满意，有需要会回购,0.9398306930093926,喜欢
还没开始用，看评价说挺好期待效果,0.8146067439187498,喜欢
帮妹买的，常年用这个小棕瓶,0.3108515314714645,不喜欢
东西收到了比较满意的一次购物,0.7499853341101989,喜欢
好评，京东常客祝越来,0.7455049674369973,喜欢
不出国了，用京东海外购也还方便,0.6830855079540926,喜欢
相比第一次买的感觉效果好些,0.841174994130539,喜欢
好评，跟在京东自营买的一样,0.49602930982747084,一般
以后就在这买东西了，还行吧,0.706983101215353,喜欢
收到后还没用，等了再说,0.19203271821713297,不喜欢
还好吧，哈我觉得这个行,0.717990263991664,喜欢
对于三十+的我来说这是必须买,0.7249210458121481,喜欢
老婆一直都用，618屯波好评。,0.9600951606878504,喜欢
准备用现在存货，期待效果,0.5646782685165797,一般
刚收到没打开 先好评着吧,0.06865343010324887,不喜欢
老婆无限回购的东西，不错,0.9961717366094928,喜欢
还不错，坚持使用看一下效果,0.9366507230907658,喜欢
还没开始用，等了再说,0.3998386640577172,不喜欢
挺好的，非常不错坚持涂,0.8900487534266227,喜欢
产品不错，下次还会光顾,0.9231497142273554,喜欢
宝贝不错,0.9582194429883354,喜欢
不知道真假，习惯性好评,0.8441859825104985,喜欢
还可以闻着应该是真的,0.34971387075304916,不喜欢
收到货了，期待效果哦,0.4694043426291332,一般
试用了一下感觉不错,0.8592639154587484,喜欢
很好喜欢坚持用,0.8810681855926947,喜欢
吸收程度：好,0.6985328759451426,喜欢
抗皱能力：不错,0.8404461928242488,喜欢
还不错，朋友推荐买的,0.9389689588331446,喜欢
眼霜不错 一直使用,0.848177245702349,喜欢
还没用，希望是正品,0.7773610906368685,喜欢
货已收到，期待效果,0.435252807560349,一般
淡纹能力：强,0.8211979093428096,喜欢
给妈买的，很好用,0.7609438730299726,喜欢
价格很实惠，是正品,0.9888718185689473,喜欢
挺好的，会继续用下去,0.8436881859088081,喜欢
正品 京东值得信赖,0.9980749204349326,喜欢
挺好用的，还不错吧,0.9704241511716807,喜欢
老牌子了，用着安心,0.5856797153241635,一般
第一次用，还没效果,0.4750165006383674,一般
除了时间漫长其他都好,0.6527106811457988,喜欢
第一次用期待效果,0.7505217269831503,喜欢
非常满意下次回购,0.445449304206991,一般
多次购买，喜欢这款,0.9036391216356666,喜欢
不错，很满意正品,0.9925935991082907,喜欢
还没用，像是正品,0.7507225184267666,喜欢
正品！物流非常快,0.9330856179363902,喜欢
平价好物，值得买,0.9382927888405436,喜欢
此眼霜好用，有效,0.6317853705682674,喜欢
还没用，了再说,0.3579523919155472,不喜欢
做活动买的，很喜欢?,0.8970605497858891,喜欢
还没用，看包装完美,0.6977205809299895,喜欢
挺好，回购多次了,0.5768492883478945,一般
够用一段时间了。,0.8319833653273317,喜欢
一直用这个品牌,0.7151515151515152,喜欢
好用，下回再够买,0.5070360896179568,一般
无限回购的眼霜,0.9577971953105345,喜欢
跟店里一模样,0.5377007857813028,一般
二次够买了很好用,0.7176276246561986,喜欢
一如既往的好用,0.9151469112387991,喜欢
正品棒哒相信京东,0.6129937669470412,喜欢
保湿效果：使用很好。,0.8082831117851146,喜欢
没有用，不知道咋样,0.08079330111814975,不喜欢
还没开始用，希望有效,0.43579318838175196,一般
适合人群：期待效果,0.9092969931216258,喜欢
商品质量还不错&helip;,0.8371306652568299,喜欢
很好用，非常实惠,0.9599932996810931,喜欢
收到，跟正品一样,0.7640536027739193,喜欢
商品不错，很好用！,0.9434841381700617,喜欢
原装正品，值得信赖,0.9977725476544648,喜欢
货收到了，好用,0.3325779385721106,不喜欢
好用，价格实惠。,0.9383273480889092,喜欢
多次购买，喜欢,0.7586485156671846,喜欢
满意，下次还会光临,0.8380084606845143,喜欢
不错，还会再来！,0.8422371682332122,喜欢
是正品，很好用,0.9502455588345124,喜欢
好用、感觉棒哒,0.7609022920373595,喜欢
效果还是不错,0.9201911358926044,喜欢
好用，活动买的实惠,0.9484932485028333,喜欢
就是时间等得很长！,0.7247257863193167,喜欢
一直用这款，喜欢。,0.8741068354688071,喜欢
吸收程度：挺好,0.8544468684853762,喜欢
快速高效不错哦,0.9692776156181494,喜欢
质量可以，值得下手。,0.749769076764197,喜欢
初用感觉不错,0.8592639154587478,喜欢
很速度的卖家,0.8366437725594725,喜欢
好评,0.44578313253012036,一般
应该是真的吧,0.6111111111111113,喜欢
快速送达，谢,0.7076956875359812,喜欢
需鉴别，及效果,0.7481851805477027,喜欢
送人的，还不错,0.8359763779312994,喜欢
还不错的眼霜,0.8717221333694785,喜欢
吸收程度：能力强,0.8611556956367316,喜欢
淡斑效果特别好。,0.29898269188701443,不喜欢
包邮通关一步到位,0.055690484215971225,不喜欢
淡纹能力：很好,0.8860852194028844,喜欢
第二次买了,0.3499527215249444,不喜欢
正品，活动划算,0.9710280739536337,喜欢
老婆说不错,0.8675484475569268,喜欢
不错是正品,0.9710310913693,喜欢
特别好，很喜欢,0.9113096112584869,喜欢
还不错，挺好的。,0.9704241511716809,喜欢
非常好用啊,0.6558628208940429,喜欢
应该是正品,0.8571428571428571,喜欢
质感很好哦！,0.9271798999437262,喜欢
非常好！不错,0.9141416881265491,喜欢
还不错，,0.8830153175079881,喜欢
老婆很喜欢,0.8876890213970254,喜欢
一直用正品不错,0.9710310913693,喜欢
东西相当不错,0.8623218777387431,喜欢
哎呦，不错哟。,0.6506195435109292,喜欢
看不出真假,0.79307867250649,喜欢
不错好，挺,0.9642527132595317,喜欢
正品，价格优惠,0.8826143459526443,喜欢
用了挺好的,0.8284246220999102,喜欢
不错，挺好的。,0.9642527132595317,喜欢
眼霜很好用,0.7609438730299726,喜欢
一直用，不错,0.8612132352941176,喜欢
应该是真的,0.6111111111111113,喜欢
挺好，一直在用！,0.8284246220999102,喜欢
还可以，正品,0.8794948866777325,喜欢
应该是真品,0.2500000000000001,不喜欢
包邮服务最重要。,0.19584895522593004,不喜欢
好！快递给力。,0.32316517893213714,不喜欢
很好，包装和品质都以前买的一样地、颜色味道涂抹后感觉没问题滋润舒服相信是正国内保税仓发货快就收到了,0.7519207896251756,喜欢
雅诗兰黛特润修护精华包装美，非常滋一滴在手轻涂抹脸部的各个角落慢地按摩让皮肤充分吸收感到湿舒展肌变得年许多保效果好味道也很用过不少产品还是最！,0.9993364795659102,喜欢
价钱也太划算了，和我在旗舰店买的50毫升味道一样使用感觉所以得是正品没错啦！这个1下次还会再来哦,0.20311956076360826,不喜欢
小棕瓶是经典的透明粘稠液体状，上脸非常好推开而且香味适中不像很多国产护肤品牌会有浓重精。涂抹之后黏腻几乎合各种质就算油皮用也觉得白天抗氧化夜晚修复肌干燥暗沉粗糙松弛都可以华来改善,0.018047865204588898,不喜欢
雅诗兰黛特润修护肌透精华露：非常好用！皮肤过之后变得白皙嫩滑，摸着脸上光富有弹性没粗糙暗沉甘燥感觉回到少女时代的。绝不说假是真正国外进口商品,0.9294941169649334,喜欢
东西收到了，包装非常好味道不错保湿效果用着很舒服也油腻感觉完接购买的商品物美价廉,0.9034611760610537,喜欢
雅诗兰黛小综瓶精华液适合各种年龄，不同肤质的人用一滴慢地涂抹在脸上感觉肌润滑非常舒服使可皮白晳嫩富有弹性真错！,0.9756665620226055,喜欢
大品牌！值得信赖的效果超级好贵有道理很棒商是正。,0.9998572824129094,喜欢
使用感受：每天晚上，很滋润服帖。而且第二的即视特别好,0.8615128562793253,喜欢
适合肤质：本人是干皮，所以从来没有觉得油。特别秋冬季不可缺席的一款守护天使,0.9904172636647431,喜欢
吸收效果：好的没法说，看着弄糊感觉不？有事情。慢按摩让皮肤充分滋润体滑,0.06451930594270638,不喜欢
保湿效果：，一直都是杠的我皮肤在没有这款之前秋冬季节基本上处于过敏症状干到爆现样事情出了。,0.3291178242382743,不喜欢
其他特色：买它，！,0.6276410777868847,喜欢
非常喜庆的春节版小红瓶，设计贴合气氛滋润细腻使用后肌肤柔软搞活动购买物美价廉还会继续！,0.9993329271525959,喜欢
应该是正品，使用后吸收也很快比较清透。外包装没有塑料赶到元旦活动价格合适发货速度,0.9622207214461093,喜欢
小棕瓶精华真的是我最爱，子手感很好一直喜欢质。液体容易吸收不粘腻厚重使用起来肤觉同时保温维稳功能也希望有抗衰效果岁数大了就怕老这次活动所以下个10ML价格超划算呀！之前还没完囤货吧确定和样正品要让失日期去年4月份可,0.9996252138394831,喜欢
真心不错的一款肌底液，之前考驾照过度紧张导致内分泌失调爆了很多痘出来整下状态后用这维稳皮肤现在感觉没那么容易敏贵妇级还是有它优势除小啥毛病会回购,0.9928871657465792,喜欢
信赖sa的品质，使用起来跟我原买没什么异常还比之前便宜。吸收特别好后续护肤也很保湿补水效果非,0.9996128487793612,喜欢
四百多买到的，超级划算也没有被税差不半个月收用着皮肤很稳定会持续下去。,0.5075500900854466,一般
